법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
후평동,8**,후석로379번길,단독,78.12,-,04/30,-,-,"6,000",0,-,-,
후평동,8**,후만로98번길,단독,78.5,-,04/29,-,-,"5,000",0,-,-,
후평동,8**,후석로393번길,단독,79.3,-,04/29,-,-,"6,000",0,-,-,
후평동,8**,세실로208번길,단독,27,-,04/27,-,-,200,20,-,-,
후평동,5**,삭주로108번길,다가구,65.76,-,04/27,-,-,"2,000",30,-,-,
후평동,9*,수풍골길13번길,단독,43,-,04/25,-,-,"5,000",0,-,-,
후평동,8**,대양당길,단독,49.77,-,04/24,-,-,500,35,-,-,
후평동,6**,성심로47번길,단독,84.5,-,04/23,-,-,"7,000",0,-,-,
후평동,8**,복골길14번길,단독,54.37,-,04/21,-,-,"4,000",0,-,-,
후평동,6**,춘천로270번길,단독,82.87,-,04/20,-,-,"5,500",0,-,-,
후평동,6**,효평길,다가구,34.25,-,04/20,-,-,300,35,-,-,
후평동,9*,수풍골길13번길,단독,85.6,-,04/19,-,-,"7,000",0,-,-,
후평동,8**,복골길6번길,단독,86.15,-,04/18,-,-,"5,000",0,-,-,
후평동,8**,세실로208번길,단독,52.59,-,04/17,-,-,"2,000",0,-,-,
후평동,8**,,단독,49.2,-,04/16,-,-,"3,000",12,-,-,
후평동,7**,만천로233번길,단독,97.38,-,04/16,-,-,"7,500",0,-,-,
후평동,6**,백령로,단독,60,-,04/15,-,-,"5,000",0,-,-,
후평동,7**,만천로195번길,다가구,70,-,04/15,-,-,"8,000",35,-,-,
후평동,7**,만천로199번길,단독,36,-,04/14,-,-,"3,000",0,-,-,
후평동,8**,후석로393번길,단독,33.06,-,04/13,-,-,"2,000",0,-,-,
후평동,2**,뒷들길,단독,95.94,-,04/12,-,-,"8,500",0,-,-,
후평동,6**,춘천로310번길,단독,52.89,-,04/10,-,-,"3,800",0,-,-,
후평동,8**,후만로98번길,단독,50,-,04/08,-,-,"2,500",0,-,-,
후평동,7**,성심로47번길,다가구,52.75,-,04/06,-,-,"1,000",25,-,-,
후평동,8**,세실로208번길,단독,66,-,04/04,-,-,300,35,-,-,
후평동,8**,후석로250번길,단독,212.48,-,04/04,-,-,"3,000",30,-,-,
후평동,8**,세실로208번길,단독,36.02,-,04/02,-,-,500,28,-,-,
후평동,5**,춘천로281번길,단독,92.57,-,04/02,-,-,500,35,-,-,
후평동,8**,후만로98번길,단독,100,-,04/01,-,-,"3,000",0,-,-,
후평동,7**,만천로199번길,단독,36.35,-,04/01,-,-,"3,000",0,-,-,
