법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
후평동,4**,춘천로282번길,다가구,30,-,11/30,-,-,"5,000",0,-,-,
후평동,8**,보안길,단독,73.69,-,11/29,-,-,"12,000",0,-,-,
후평동,8**,세실로192번길,단독,66.47,-,11/29,-,-,"5,500",0,-,-,
후평동,8**,세실로208번길,단독,85,-,11/29,-,-,"6,000",0,-,-,
후평동,4**,,다가구,33.5,-,11/26,-,-,"2,000",30,-,-,
후평동,7**,만천로205번길,다가구,32,-,11/25,-,-,"7,000",0,-,-,
후평동,5**,후석로441번길,다가구,76,-,11/24,-,-,"3,000",45,-,-,
후평동,1**,공단로70번길,단독,50,-,11/23,-,-,"1,000",50,-,-,
후평동,7**,만천로205번길,다가구,50,-,11/22,-,-,"9,000",0,-,-,
후평동,7**,만천로215번길,다가구,49.2,-,11/22,-,-,"9,000",0,-,-,
후평동,5**,성심로35번길,단독,61.72,-,11/22,-,-,"6,000",0,-,-,
후평동,1**,만천로195번길,다가구,66,-,11/22,-,-,500,30,-,-,
후평동,*,,단독,63.88,-,11/21,-,-,"8,500",0,-,-,
후평동,4**,춘천로270번길,단독,65.62,-,11/20,-,-,"7,000",0,-,-,
후평동,7**,만천로205번길,다가구,33,-,11/20,-,-,"6,000",0,-,-,
후평동,7**,만천로215번길,다가구,26,-,11/18,-,-,"6,000",0,-,-,
후평동,6**,성심로47번길,다가구,102.48,-,11/18,-,-,500,35,-,-,
후평동,6**,성심로35번길,다가구,60,-,11/18,-,-,"2,000",55,-,-,
후평동,7**,만천로205번길,다가구,50,-,11/18,-,-,"9,000",0,-,-,
후평동,2**,후석로420번길,다가구,49,-,11/16,-,-,"7,000",0,-,-,
후평동,9*,후석로344번길,다가구,66,-,11/15,-,-,"9,000",0,-,-,
후평동,7**,만천로205번길,다가구,100,-,11/14,-,-,"16,000",0,-,-,
후평동,6*,백령로,단독,101.04,-,11/13,-,-,"1,000",50,-,-,
후평동,5**,후석로441번길,다가구,75,-,11/11,-,-,"12,000",0,-,-,
후평동,1**,공단로70번길,다가구,59.5,-,11/08,-,-,"8,500",0,-,-,
후평동,4**,부평길,다가구,17.1,-,11/08,-,-,"4,000",0,-,-,
후평동,6**,성심로47번길,다가구,36.64,-,11/08,-,-,"5,000",0,-,-,
후평동,2**,춘천로423번길,다가구,56,-,11/07,-,-,"9,000",0,-,-,
후평동,7**,만천로195번길,단독,49.87,-,11/06,-,-,500,35,-,-,
후평동,8**,,다가구,82.58,-,11/06,-,-,"9,000",0,-,-,
후평동,5**,후석로441번길,다가구,85.74,-,11/06,-,-,"12,000",0,-,-,
후평동,7**,,단독,33.86,-,11/06,-,-,300,25,-,-,
후평동,4**,춘천로296번길,다가구,27,-,11/02,-,-,"5,000",0,-,-,
후평동,9*,수풍골길13번길,단독,63.46,-,11/02,-,-,"8,500",0,-,-,
후평동,7**,,다가구,22,-,11/01,-,-,"2,500",0,-,-,
후평동,8**,복골길,단독,63.42,-,11/01,-,-,"1,000",45,-,-,
