법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,7**,,다가구,123.25,-,07/29,-,-,"6,000",25,-,-,
석사동,9**,스무숲1길,다가구,30,-,07/27,-,-,"4,000",10,-,-,
석사동,7**,벌말길47번길,단독,73,-,07/26,-,-,"3,900",20,-,-,
석사동,7**,벌말길47번길,단독,73,-,07/26,-,-,"3,900",20,-,-,
석사동,6**,벌말길,다가구,52,-,07/24,-,-,"4,000",0,-,-,
석사동,7**,우석로,다가구,24,-,07/23,-,-,"3,000",0,-,-,
석사동,9**,,다가구,25,-,07/22,-,-,"3,400",0,-,-,
석사동,9**,스무숲3길,다가구,33,-,07/22,-,-,200,33,-,-,
석사동,9**,스무숲1길,다가구,42,-,07/20,-,-,500,45,-,-,
석사동,7**,애막골길3번길,단독,26,-,07/20,-,-,"4,000",0,-,-,
석사동,8**,새롬공원길9번길,다가구,57,-,07/18,-,-,400,38,-,-,
석사동,9**,스무숲1길,다가구,33.93,-,07/17,-,-,"4,000",0,-,-,
석사동,9**,,다가구,60,-,07/17,-,-,"8,000",0,-,-,
석사동,6**,효석로135번길,단독,33,-,07/16,-,-,"3,000",0,-,-,
석사동,9**,스무숲1길,다가구,33,-,07/16,-,-,"4,000",0,-,-,
석사동,8**,새롬공원길9번길,다가구,60.69,-,07/16,-,-,"7,000",0,-,-,
석사동,7**,애막골길3번길,다가구,80,-,07/15,-,-,"8,000",0,-,-,
석사동,1**,스무숲길,다가구,64.6,-,07/13,-,-,500,50,-,-,
석사동,4**,,다가구,58.5,-,07/13,-,-,"10,000",0,-,-,
석사동,7**,애막골길11번길,다가구,79.2,-,07/12,-,-,"6,500",0,-,-,
석사동,9**,스무숲3길,다가구,55,-,07/12,-,-,"8,000",0,-,-,
석사동,9**,스무숲3길,다가구,55,-,07/12,-,-,"8,000",0,-,-,
석사동,7**,벌말길47번길,단독,73,-,07/11,-,-,"7,000",0,-,-,
석사동,7**,우석로,다가구,24,-,07/08,-,-,"6,000",0,-,-,
석사동,8**,새롬공원길4번길,다가구,25,-,07/08,-,-,"6,000",0,-,-,
석사동,3**,외솔길,다가구,20,-,07/06,-,-,"2,500",0,-,-,
석사동,9**,스무숲1길,다가구,28,-,07/03,-,-,"4,000",0,-,-,
석사동,8**,새롬공원길5번길,다가구,25,-,07/03,-,-,"2,800",0,-,-,
석사동,3**,후석로66번길,다가구,30,-,07/03,-,-,"3,000",0,-,-,
