법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,7**,애막골길20번길,다가구,61.95,-,05/31,-,-,500,40,-,-,
석사동,7**,우석로,다가구,63.56,-,05/31,-,-,500,35,-,-,
석사동,9**,스무숲1길,다가구,33.4,-,05/30,-,-,"4,000",0,-,-,
석사동,7**,벌말길47번길,다가구,23,-,05/28,-,-,"4,500",0,-,-,
석사동,6**,효석로89번길,다가구,50,-,05/27,-,-,300,30,-,-,
석사동,6**,효석로135번길,다가구,33,-,05/27,-,-,"2,300",0,-,-,
석사동,9**,스무숲길,다가구,49.11,-,05/25,-,-,"4,000",10,-,-,
석사동,8**,새롬공원길9번길,다가구,25.29,-,05/25,-,-,"3,500",0,-,-,
석사동,7**,우석로,다가구,33.3,-,05/25,-,-,"4,200",0,-,-,
석사동,8**,새롬공원길5번길,다가구,28,-,05/24,-,-,300,30,-,-,
석사동,7**,효석로77번길,다가구,33,-,05/24,-,-,"3,000",0,-,-,
석사동,8**,새롬공원길4번길,다가구,33,-,05/23,-,-,"4,000",0,-,-,
석사동,9**,안마산로,다가구,33,-,05/23,-,-,"4,500",0,-,-,
석사동,9**,스무숲1길,다가구,30.19,-,05/21,-,-,"3,500",0,-,-,
석사동,9**,스무숲1길,다가구,42.25,-,05/20,-,-,300,30,-,-,
석사동,7**,우석로85번길,단독,94.08,-,05/19,-,-,"1,000",55,-,-,
석사동,9**,스무숲1길,다가구,33,-,05/17,-,-,"3,000",0,-,-,
석사동,8**,새롬공원길9번길,다가구,33,-,05/17,-,-,"3,500",0,-,-,
석사동,6**,석사길5번길,다가구,72.72,-,05/17,-,-,"8,500",0,-,-,
석사동,6**,,단독,56,-,05/16,-,-,"7,000",0,-,-,
석사동,7**,우석로,다가구,63.56,-,05/16,-,-,500,35,-,-,
석사동,9**,스무숲1길,다가구,30,-,05/13,-,-,"3,000",0,-,-,
석사동,7**,벌말길,다가구,80,-,05/10,-,-,"6,000",0,-,-,
석사동,6**,벌말길47번길,단독,61.2,-,05/09,-,-,"3,500",0,-,-,
석사동,8**,새롬공원길5번길,다가구,20,-,05/06,-,-,200,30,-,-,
석사동,9**,스무숲1길,단독,133.41,-,05/03,-,-,"2,000",60,-,-,
석사동,9**,스무숲3길,단독,42,-,05/03,-,-,200,26,-,-,
석사동,7**,우석로63번길,다가구,59.4,-,05/03,-,-,300,28,-,-,
석사동,7**,우석로85번길,다가구,66,-,05/03,-,-,"5,000",0,-,-,
석사동,7**,,다가구,24.85,-,05/03,-,-,"4,500",0,-,-,
석사동,9**,스무숲1길,다가구,43,-,05/03,-,-,"8,000",0,-,-,
석사동,6**,석사길5번길,다가구,59.5,-,05/02,-,-,300,35,-,-,
