법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,7**,우석로4번길,다가구,26,신규,12/30,24.02-25.02,-,300,35,-,-,
석사동,1**,스무숲길,다가구,50,신규,12/29,24.01-26.01,-,500,50,-,-,
석사동,7**,우석로38번길,단독,27,-,12/29,-,-,"3,400",0,-,-,
석사동,7**,우석로85번길,단독,29.48,-,12/29,-,-,200,26,-,-,
석사동,3**,,단독,31.64,-,12/29,-,-,"5,000",0,-,-,
석사동,7**,우석로38번길,다가구,30,신규,12/29,24.01-25.01,-,200,29,-,-,
석사동,7**,우석로79번길,단독,24,-,12/29,-,-,300,30,-,-,
석사동,7**,애막골길,다가구,49.56,신규,12/28,24.01-26.01,-,500,40,-,-,
석사동,7**,우석로79번길,다가구,24.9,-,12/28,-,-,200,30,-,-,
석사동,6**,석사길5번길,다가구,29.7,-,12/28,-,-,200,25,-,-,
석사동,7**,애막골길3번길,단독,21,-,12/28,-,-,"2,500",0,-,-,
석사동,8**,새롬공원길9번길,단독,23.9,-,12/27,-,-,"3,250",0,-,-,
석사동,7**,애막골길7번길,다가구,24,신규,12/26,24.02-25.02,-,100,23,-,-,
석사동,7**,애막골길20번길,다가구,26,신규,12/26,24.02-25.02,-,300,40,-,-,
석사동,7**,애막골길20번길,다가구,23.1,-,12/26,-,-,100,15,-,-,
석사동,8**,새롬공원길4번길,단독,28,-,12/26,-,-,300,29,-,-,
석사동,7**,우석로38번길,단독,25,-,12/26,-,-,"5,000",0,-,-,
석사동,7**,애막골길11번길,다가구,56,신규,12/26,23.12-25.12,-,"8,500",0,-,-,
석사동,7**,우석로79번길,다가구,27,-,12/23,-,-,200,30,-,-,
석사동,7**,우석로79번길,다가구,28,-,12/23,-,-,200,30,-,-,
석사동,7**,벌말길,다가구,112.7,신규,12/23,24.01-26.01,-,"1,000",60,-,-,
석사동,7**,애막골길20번길,단독,24,신규,12/23,23.12-24.12,-,500,55,-,-,
석사동,7**,애막골길3번길,단독,28,-,12/23,-,-,200,28,-,-,
석사동,6**,석사길5번길,다가구,24.09,-,12/22,-,-,200,10,-,-,
석사동,9**,스무숲4길,다가구,23,-,12/22,-,-,"5,000",0,-,-,
석사동,7**,애막골길20번길,단독,28,신규,12/22,23.12-24.12,-,300,40,-,-,
석사동,7**,애막골길20번길,단독,39,신규,12/22,24.02-26.02,-,"8,500",0,-,-,
석사동,7**,애막골길7번길,다가구,23.3,-,12/21,-,-,"4,000",0,-,-,
석사동,7**,우석로38번길,다가구,45,신규,12/20,24.02-25.02,-,500,48,-,-,
석사동,3**,후석로66번길,단독,33,-,12/19,-,-,"4,000",0,-,-,
석사동,7**,애막골길20번길,단독,30,신규,12/19,24.02-26.02,-,300,30,-,-,
석사동,7**,애막골길20번길,단독,30,-,12/19,-,-,"4,000",0,-,-,
석사동,7**,애막골길20번길,단독,30,-,12/19,-,-,"4,000",0,-,-,
석사동,1**,우석로38번길,단독,190.18,신규,12/18,23.12-25.12,-,"50,000",0,-,-,
석사동,7**,효석로77번길,다가구,23,신규,12/18,24.01-25.01,-,120,40,-,-,
석사동,8**,새롬공원길5번길,다가구,48,신규,12/18,24.01-26.01,-,500,53,-,-,
석사동,3**,외솔길,단독,22.46,-,12/18,-,-,300,30,-,-,
석사동,1**,우석로38번길,단독,190.18,-,12/18,-,-,"50,000",0,-,-,
석사동,7**,애막골길16번길,다가구,25.9,-,12/17,-,-,200,29,-,-,
석사동,8**,새롬공원길5번길,단독,70.94,신규,12/16,24.03-26.03,-,"12,000",0,-,-,
석사동,7**,애막골길7번길,다가구,30,신규,12/16,24.01-25.01,-,300,40,-,-,
석사동,7**,우석로38번길,단독,30,-,12/16,-,-,"4,500",0,-,-,
석사동,9**,스무숲1길,다가구,20,-,12/15,-,-,300,30,-,-,
석사동,9**,안마산로,단독,50,신규,12/13,23.12-24.12,-,500,40,-,-,
석사동,9**,스무숲1길,다가구,26,-,12/12,-,-,200,30,-,-,
석사동,7**,우석로38번길,단독,24,-,12/11,-,-,"5,000",0,-,-,
석사동,8**,새롬공원길5번길,다가구,48,신규,12/11,23.12-25.12,-,500,45,-,-,
석사동,6**,후석로45번길,단독,54,-,12/10,-,-,"2,000",15,-,-,
석사동,8**,새롬공원길9번길,다가구,28,신규,12/10,23.12-24.12,-,300,38,-,-,
석사동,9**,스무숲1길,다가구,28,-,12/09,-,-,300,30,-,-,
석사동,6**,후석로59번길,단독,83.85,신규,12/09,23.12-25.12,-,"3,000",50,-,-,
석사동,7**,후석로45번길,다가구,69,신규,12/09,24.01-26.01,-,"9,000",0,-,-,
석사동,7**,우석로29번길,다가구,21.72,-,12/07,-,-,200,30,-,-,
석사동,9**,안마산로,단독,33,-,12/07,-,-,200,27,-,-,
석사동,6**,효석로,다가구,62.61,-,12/06,-,-,"5,000",0,-,-,
석사동,3**,후석로66번길,단독,33,-,12/05,-,-,"4,000",0,-,-,
석사동,9**,스무숲3길,다가구,30,신규,12/05,23.12-25.12,-,300,45,-,-,
석사동,9**,안마산로,다가구,35,신규,12/03,23.12-24.12,-,300,36,-,-,
석사동,9**,스무숲3길,단독,34,신규,12/02,23.12-25.12,-,500,40,-,-,
석사동,6**,,단독,24,-,12/02,-,-,"2,500",0,-,-,
