법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,9**,스무숲1길,다가구,33,-,01/31,-,-,300,30,-,-,
석사동,8**,새롬공원길5번길,다가구,27,-,01/31,-,-,200,30,-,-,
석사동,8**,새롬공원길5번길,다가구,25.4,-,01/31,-,-,"2,800",0,-,-,
석사동,7**,우석로,다가구,33,-,01/31,-,-,"5,500",0,-,-,
석사동,7**,우석로85번길,다가구,100.91,-,01/30,-,-,"14,000",0,-,-,
석사동,7**,애막골길3번길,다가구,60,-,01/30,-,-,"8,000",0,-,-,
석사동,7**,,다가구,25,-,01/29,-,-,"4,000",0,-,-,
석사동,6**,후석로45번길,단독,78.13,-,01/29,-,-,"4,000",0,-,-,
석사동,7**,우석로,다가구,33,-,01/29,-,-,"5,000",0,-,-,
석사동,7**,우석로79번길,다가구,21.35,-,01/29,-,-,"5,000",0,-,-,
석사동,9**,스무숲1길,다가구,30,-,01/28,-,-,"4,500",0,-,-,
석사동,7**,우석로,다가구,28,-,01/27,-,-,"5,000",0,-,-,
석사동,6**,효석로89번길,다가구,185,-,01/26,-,-,"2,000",40,-,-,
석사동,7**,,다가구,20,-,01/23,-,-,200,27,-,-,
석사동,4**,공지로,다가구,24,-,01/23,-,-,"2,000",15,-,-,
석사동,7**,우석로,단독,30,-,01/22,-,-,"5,500",0,-,-,
석사동,7**,우석로,다가구,30,-,01/22,-,-,"5,500",0,-,-,
석사동,7**,우석로,다가구,23.9,-,01/22,-,-,"3,500",0,-,-,
석사동,6**,후석로59번길,단독,27.48,-,01/21,-,-,300,20,-,-,
석사동,6**,석사길5번길,단독,25,-,01/21,-,-,"2,000",0,-,-,
석사동,7**,우석로85번길,다가구,30,-,01/20,-,-,"2,300",0,-,-,
석사동,9**,스무숲4길,다가구,25,-,01/20,-,-,300,26,-,-,
석사동,7**,우석로,다가구,48,-,01/20,-,-,500,35,-,-,
석사동,7**,우석로79번길,다가구,42.36,-,01/19,-,-,"6,500",0,-,-,
석사동,7**,우석로85번길,다가구,33.3,-,01/19,-,-,200,27,-,-,
석사동,7**,애막골길20번길,단독,26.4,-,01/18,-,-,"4,000",0,-,-,
석사동,7**,우석로67번길,다가구,24,-,01/18,-,-,"1,700",0,-,-,
석사동,7**,애막골길7번길,다가구,24,-,01/18,-,-,"4,000",0,-,-,
석사동,7**,,단독,29,-,01/18,-,-,"3,500",0,-,-,
석사동,6**,벌말길47번길,다가구,45,-,01/17,-,-,500,30,-,-,
석사동,7**,애막골길3번길,다가구,26,-,01/17,-,-,"4,000",0,-,-,
석사동,8**,,다가구,30,-,01/16,-,-,300,43,-,-,
석사동,7**,우석로79번길,다가구,53.01,-,01/15,-,-,"6,500",0,-,-,
석사동,7**,벌말길47번길,단독,23.1,-,01/15,-,-,50,17,-,-,
석사동,9**,스무숲4길,다가구,25,-,01/15,-,-,"5,000",0,-,-,
석사동,3**,후석로66번길,다가구,33,-,01/14,-,-,"4,000",0,-,-,
석사동,7**,우석로,다가구,28,-,01/14,-,-,"5,000",0,-,-,
석사동,9**,스무숲3길,단독,123.45,-,01/14,-,-,"2,000",50,-,-,
석사동,7**,애막골길3번길,다가구,56,-,01/13,-,-,"4,000",15,-,-,
석사동,9**,스무숲1길,다가구,23,-,01/12,-,-,"4,500",0,-,-,
석사동,4**,공지로,다가구,23.22,-,01/11,-,-,"3,500",0,-,-,
석사동,7**,애막골길3번길,다가구,23.1,-,01/11,-,-,"4,000",0,-,-,
석사동,4**,후석로66번길,다가구,30,-,01/11,-,-,"4,500",0,-,-,
석사동,9**,스무숲1길,다가구,25,-,01/11,-,-,"4,000",0,-,-,
석사동,2**,외솔길,다가구,66,-,01/10,-,-,300,25,-,-,
석사동,9**,스무숲1길,다가구,35,-,01/09,-,-,"5,000",0,-,-,
석사동,6**,벌말길,단독,40,-,01/09,-,-,500,35,-,-,
석사동,8**,새롬공원길5번길,다가구,27,-,01/09,-,-,"3,000",0,-,-,
석사동,9**,스무숲4길,다가구,35,-,01/08,-,-,"6,000",0,-,-,
석사동,9**,스무숲3길,다가구,29.25,-,01/08,-,-,"3,000",0,-,-,
석사동,7**,애막골길11번길,다가구,56,-,01/07,-,-,"5,000",20,-,-,
석사동,4**,후석로66번길,단독,30,-,01/07,-,-,"4,000",0,-,-,
석사동,6**,후석로59번길,다가구,56.58,-,01/06,-,-,"7,000",0,-,-,
석사동,6**,석사길5번길,다가구,50.4,-,01/06,-,-,"4,000",0,-,-,
석사동,6**,후석로59번길,다가구,56.58,-,01/06,-,-,"7,000",0,-,-,
석사동,2**,외솔길,다가구,66,-,01/04,-,-,"2,500",0,-,-,
석사동,2**,,다가구,66,-,01/04,-,-,"2,500",0,-,-,
석사동,7**,우석로,다가구,28,-,01/03,-,-,"5,000",0,-,-,
석사동,9**,스무숲길,다가구,35.2,-,01/03,-,-,200,26,-,-,
석사동,7**,,단독,227.8,-,01/03,-,-,200,30,-,-,
석사동,7**,우석로,다가구,33,-,01/02,-,-,"5,000",0,-,-,
석사동,7**,애막골길11번길,다가구,30,-,01/02,-,-,"2,500",0,-,-,
석사동,9**,스무숲1길,다가구,49,-,01/02,-,-,"1,000",10,-,-,
