법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,7**,우석로85번길,다가구,24,-,01/31,-,-,"2,200",0,-,-,
석사동,9**,스무숲길,다가구,35,-,01/30,-,-,500,40,-,-,
석사동,9**,스무숲1길,다가구,96.1,-,01/29,-,-,"1,500",60,-,-,
석사동,9**,스무숲1길,다가구,26.44,-,01/27,-,-,"4,000",0,-,-,
석사동,6**,후석로,단독,69,-,01/27,-,-,"5,000",0,-,-,
석사동,7**,우석로38번길,단독,115.22,-,01/27,-,-,500,55,-,-,
석사동,7**,우석로,다가구,31,-,01/27,-,-,"5,000",0,-,-,
석사동,8**,새롬공원길5번길,다가구,33,-,01/25,-,-,100,25,-,-,
석사동,7**,우석로63번길,다가구,59.5,-,01/24,-,-,"3,500",0,-,-,
석사동,9**,스무숲1길,다가구,40,-,01/24,-,-,"3,500",0,-,-,
석사동,8**,새롬공원길5번길,다가구,60,-,01/24,-,-,"6,900",0,-,-,
석사동,8**,새롬공원길9번길,다가구,36,-,01/24,-,-,"4,500",0,-,-,
석사동,3**,,다가구,24,-,01/24,-,-,"5,000",0,-,-,
석사동,9**,,단독,39.63,-,01/23,-,-,"2,000",20,-,-,
석사동,9**,스무숲1길,다가구,30,-,01/23,-,-,"4,000",15,-,-,
석사동,9**,스무숲3길,단독,142.42,-,01/23,-,-,"3,000",70,-,-,
석사동,9**,스무숲길,다가구,35,-,01/22,-,-,300,45,-,-,
석사동,8**,새롬공원길9번길,다가구,33,-,01/20,-,-,"3,400",0,-,-,
석사동,3**,후석로66번길,다가구,20,-,01/20,-,-,"3,400",0,-,-,
석사동,8**,새롬공원길9번길,단독,60,-,01/20,-,-,500,40,-,-,
석사동,9**,안마산로,다가구,80,-,01/19,-,-,"3,000",35,-,-,
석사동,8**,새롬공원길5번길,다가구,70,-,01/19,-,-,"11,000",0,-,-,
석사동,8**,새롬공원길5번길,다가구,30,-,01/19,-,-,"5,000",0,-,-,
석사동,7**,애막골길11번길,단독,23.7,-,01/19,-,-,"2,500",0,-,-,
석사동,6**,후석로59번길,다가구,46,-,01/18,-,-,500,30,-,-,
석사동,8**,새롬공원길4번길,다가구,129.6,-,01/18,-,-,"10,000",0,-,-,
석사동,9**,스무숲1길,다가구,30,-,01/18,-,-,200,30,-,-,
석사동,6**,석사길5번길,다가구,50.4,-,01/16,-,-,"4,000",0,-,-,
석사동,9**,스무숲1길,단독,30,-,01/16,-,-,"5,000",0,-,-,
석사동,4**,후석로66번길,다가구,23,-,01/15,-,-,"4,000",0,-,-,
석사동,7**,우석로67번길,다가구,26.44,-,01/14,-,-,"1,700",0,-,-,
석사동,9**,스무숲1길,다가구,30,-,01/13,-,-,"3,500",0,-,-,
석사동,8**,새롬공원길5번길,다가구,37.1,-,01/13,-,-,"5,000",0,-,-,
석사동,7**,애막골길16번길,다가구,25,-,01/13,-,-,"1,000",15,-,-,
석사동,8**,새롬공원길5번길,다가구,23,-,01/12,-,-,300,30,-,-,
석사동,9**,스무숲1길,다가구,30,-,01/11,-,-,"4,000",15,-,-,
석사동,9**,스무숲1길,다가구,36.5,-,01/11,-,-,300,30,-,-,
석사동,6**,효석로,다가구,50,-,01/11,-,-,"5,000",5,-,-,
석사동,4**,공지로,다가구,39.66,-,01/11,-,-,"6,000",0,-,-,
석사동,6**,후석로59번길,다가구,23.14,-,01/10,-,-,"3,000",0,-,-,
석사동,7**,애막골길20번길,다가구,25,-,01/10,-,-,"3,000",0,-,-,
석사동,3**,후석로66번길,단독,33,-,01/08,-,-,"4,000",0,-,-,
석사동,6**,후석로,단독,124.89,-,01/06,-,-,"2,000",60,-,-,
석사동,9**,스무숲1길,다가구,29.69,-,01/06,-,-,"4,000",0,-,-,
석사동,9**,스무숲1길,단독,120,-,01/05,-,-,"12,000",0,-,-,
석사동,7**,우석로38번길,다가구,25,-,01/05,-,-,300,30,-,-,
석사동,2**,외솔길,다가구,33,-,01/05,-,-,"3,000",0,-,-,
석사동,7**,효석로77번길,단독,50,-,01/04,-,-,"5,000",0,-,-,
석사동,6**,벌말길,단독,114.54,-,01/04,-,-,"8,000",0,-,-,
석사동,7**,우석로38번길,단독,24,-,01/03,-,-,"3,000",0,-,-,
석사동,9**,스무숲1길,다가구,25,-,01/02,-,-,"3,500",0,-,-,
석사동,6**,후석로45번길,다가구,64,-,01/02,-,-,"1,000",25,-,-,
