법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,3**,외솔길,다가구,46,-,02/28,-,-,"5,000",0,-,-,
석사동,8**,새롬공원길9번길,다가구,33,-,02/28,-,-,"3,400",0,-,-,
석사동,6**,석사길5번길,다가구,98.91,-,02/28,-,-,"10,000",0,-,-,
석사동,7**,벌말길,다가구,53,-,02/27,-,-,"6,500",0,-,-,
석사동,7**,효석로77번길,다가구,51.11,-,02/27,-,-,"5,000",0,-,-,
석사동,8**,새롬공원길5번길,단독,101.87,-,02/26,-,-,"9,500",0,-,-,
석사동,7**,,다가구,27.71,-,02/25,-,-,"5,500",0,-,-,
석사동,7**,효석로89번길,단독,82.19,-,02/25,-,-,"1,000",50,-,-,
석사동,9**,스무숲1길,단독,23.13,-,02/24,-,-,200,28,-,-,
석사동,7**,후석로45번길,다가구,30,-,02/23,-,-,"3,500",0,-,-,
석사동,6**,후석로45번길,다가구,64,-,02/22,-,-,"7,000",0,-,-,
석사동,9**,스무숲1길,다가구,27,-,02/22,-,-,"3,000",0,-,-,
석사동,9**,스무숲1길,다가구,30.19,-,02/21,-,-,"2,000",15,-,-,
석사동,7**,우석로,다가구,27.71,-,02/21,-,-,"4,500",0,-,-,
석사동,7**,우석로,단독,35,-,02/21,-,-,"5,000",0,-,-,
석사동,7**,우석로,다가구,29,-,02/20,-,-,"4,000",0,-,-,
석사동,7**,벌말길47번길,단독,50,-,02/20,-,-,300,25,-,-,
석사동,6**,후석로59번길,단독,20,-,02/20,-,-,"3,000",0,-,-,
석사동,7**,우석로79번길,다가구,50.25,-,02/19,-,-,500,35,-,-,
석사동,7**,우석로38번길,다가구,27.71,-,02/19,-,-,"3,000",0,-,-,
석사동,9**,스무숲1길,다가구,24,-,02/18,-,-,"4,000",0,-,-,
석사동,7**,우석로,다가구,28.6,-,02/18,-,-,"3,500",0,-,-,
석사동,7**,애막골길7번길,단독,25,-,02/18,-,-,"3,000",0,-,-,
석사동,8**,새롬공원길4번길,단독,30,-,02/15,-,-,"4,500",0,-,-,
석사동,6**,효석로,단독,24.42,-,02/15,-,-,"6,500",0,-,-,
석사동,8**,새롬공원길5번길,단독,29,-,02/15,-,-,100,25,-,-,
석사동,6**,후석로45번길,다가구,19.83,-,02/14,-,-,100,18,-,-,
석사동,9**,스무숲1길,단독,26,-,02/14,-,-,"1,000",21,-,-,
석사동,7**,우석로,다가구,33.3,-,02/14,-,-,"5,500",0,-,-,
석사동,3**,외솔길,다가구,24,-,02/14,-,-,"3,500",0,-,-,
석사동,3**,공지로,다가구,48.3,-,02/13,-,-,"5,000",30,-,-,
석사동,7**,벌말길47번길,다가구,53.43,-,02/13,-,-,"3,000",28,-,-,
석사동,7**,애막골길7번길,단독,23.8,-,02/13,-,-,"3,000",0,-,-,
석사동,6**,석사길5번길,단독,25,-,02/13,-,-,"4,000",0,-,-,
석사동,9**,스무숲1길,단독,122.69,-,02/12,-,-,"2,000",70,-,-,
석사동,7**,,단독,59.5,-,02/12,-,-,"3,500",0,-,-,
석사동,2**,외솔길,다가구,33,-,02/11,-,-,"3,000",0,-,-,
석사동,8**,새롬공원길9번길,단독,33,-,02/11,-,-,"3,300",0,-,-,
석사동,3**,외솔길,다가구,27,-,02/11,-,-,"4,500",0,-,-,
석사동,3**,외솔길,다가구,29,-,02/11,-,-,"4,500",0,-,-,
석사동,9**,스무숲1길,다가구,38,-,02/10,-,-,"4,000",0,-,-,
석사동,3**,공지로,다가구,24,-,02/10,-,-,"2,000",0,-,-,
석사동,9**,스무숲2길,단독,33,-,02/08,-,-,"4,000",0,-,-,
석사동,3**,후석로66번길,다가구,26,-,02/08,-,-,"2,000",20,-,-,
석사동,7**,우석로79번길,다가구,25,-,02/07,-,-,"1,700",0,-,-,
석사동,9**,안마산로,다가구,30,-,02/07,-,-,"4,000",0,-,-,
석사동,9**,스무숲4길,다가구,24.9,-,02/07,-,-,"3,000",0,-,-,
석사동,7**,효석로77번길,단독,76,-,02/06,-,-,500,40,-,-,
석사동,8**,새롬공원길9번길,다가구,50,-,02/06,-,-,500,40,-,-,
석사동,7**,우석로,단독,115.24,-,02/06,-,-,"2,000",55,-,-,
석사동,7**,우석로29번길,단독,26.07,-,02/06,-,-,300,40,-,-,
석사동,9**,,다가구,28.21,-,02/04,-,-,"3,000",0,-,-,
석사동,7**,애막골길3번길,다가구,39,-,02/04,-,-,"10,000",0,-,-,
석사동,3**,후석로66번길,다가구,24,-,02/04,-,-,"5,000",0,-,-,
석사동,7**,우석로,다가구,29,-,02/04,-,-,"4,000",0,-,-,
석사동,7**,우석로,다가구,63.56,-,02/04,-,-,500,35,-,-,
석사동,7**,애막골길20번길,다가구,33,-,02/04,-,-,300,33,-,-,
석사동,6**,석사길5번길,다가구,30,-,02/03,-,-,"4,500",0,-,-,
석사동,6**,벌말길,다가구,42.15,-,02/02,-,-,"4,000",0,-,-,
석사동,7**,우석로38번길,다가구,25.11,-,02/02,-,-,"3,500",0,-,-,
석사동,7**,애막골길16번길,단독,22.3,-,02/01,-,-,200,30,-,-,
석사동,6**,후석로59번길,단독,54.12,-,02/01,-,-,"8,000",0,-,-,
