법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,7**,애막골길7번길,다가구,79.6,-,03/31,-,-,"13,000",0,-,-,
석사동,6**,후석로46번길,단독,45,-,03/30,-,-,300,33,-,-,
석사동,7**,후석로59번길,단독,40,-,03/29,-,-,300,25,-,-,
석사동,7**,우석로85번길,다가구,56.74,-,03/29,-,-,"4,500",0,-,-,
석사동,7**,애막골길3번길,다가구,56,-,03/29,-,-,"4,000",15,-,-,
석사동,7**,우석로79번길,다가구,27.25,-,03/28,-,-,100,26,-,-,
석사동,7**,벌말길47번길,다가구,54.36,-,03/28,-,-,"5,000",0,-,-,
석사동,9**,스무숲1길,다가구,29,-,03/26,-,-,300,28,-,-,
석사동,7**,우석로79번길,다가구,25,-,03/26,-,-,"2,000",0,-,-,
석사동,6**,벌말길47번길,다가구,30,-,03/26,-,-,"3,000",0,-,-,
석사동,8**,새롬공원길4번길,다가구,33,-,03/24,-,-,"8,000",0,-,-,
석사동,9**,스무숲4길,다가구,55.6,-,03/24,-,-,500,40,-,-,
석사동,6**,벌말길47번길,단독,42,-,03/23,-,-,"4,800",0,-,-,
석사동,9**,스무숲3길,다가구,30,-,03/23,-,-,"3,500",0,-,-,
석사동,6**,후석로59번길,단독,23,-,03/23,-,-,"3,000",0,-,-,
석사동,9**,스무숲2길,단독,23,-,03/21,-,-,"2,000",20,-,-,
석사동,7**,우석로38번길,다가구,49.53,-,03/21,-,-,"5,000",0,-,-,
석사동,7**,애막골길3번길,다가구,42.94,-,03/21,-,-,"4,000",10,-,-,
석사동,8**,새롬공원길,다가구,34,-,03/20,-,-,"5,000",0,-,-,
석사동,7**,벌말길,다가구,84.4,-,03/20,-,-,"1,000",55,-,-,
석사동,7**,벌말길47번길,다가구,56.19,-,03/20,-,-,"1,500",30,-,-,
석사동,8**,새롬공원길5번길,다가구,30,-,03/19,-,-,300,30,-,-,
석사동,6**,석사길5번길,다가구,45,-,03/19,-,-,"1,000",35,-,-,
석사동,7**,벌말길,다가구,45,-,03/19,-,-,300,25,-,-,
석사동,6**,벌말길,단독,67.38,-,03/17,-,-,"4,000",20,-,-,
석사동,9**,스무숲1길,다가구,21,-,03/17,-,-,"4,000",0,-,-,
석사동,3**,후석로66번길,단독,26,-,03/16,-,-,"3,000",0,-,-,
석사동,7**,우석로79번길,다가구,26,-,03/16,-,-,"1,800",0,-,-,
석사동,6**,후석로45번길,다가구,55,-,03/14,-,-,500,35,-,-,
석사동,7**,후석로45번길,다가구,60.87,-,03/13,-,-,"7,000",0,-,-,
석사동,7**,벌말길47번길,다가구,117.55,-,03/13,-,-,"3,000",76,-,-,
석사동,6**,후석로46번길,단독,48.3,-,03/13,-,-,"5,500",0,-,-,
석사동,8**,새롬공원길9번길,다가구,62.4,-,03/12,-,-,"8,000",0,-,-,
석사동,8**,새롬공원길5번길,단독,40,-,03/12,-,-,"3,000",0,-,-,
석사동,9**,스무숲1길,다가구,42,-,03/12,-,-,"7,000",0,-,-,
석사동,9**,스무숲4길,단독,26,-,03/10,-,-,"3,500",0,-,-,
석사동,6**,효석로135번길,다가구,60,-,03/10,-,-,500,40,-,-,
석사동,9**,스무숲4길,단독,57,-,03/10,-,-,300,35,-,-,
석사동,7**,우석로38번길,다가구,24.5,-,03/09,-,-,"5,500",0,-,-,
석사동,4**,공지로,다가구,30,-,03/08,-,-,"6,000",0,-,-,
석사동,7**,우석로,다가구,18.36,-,03/07,-,-,"4,500",0,-,-,
석사동,7**,우석로79번길,다가구,25,-,03/07,-,-,"1,800",0,-,-,
석사동,6**,후석로,다가구,51.15,-,03/07,-,-,"5,500",0,-,-,
석사동,7**,벌말길,단독,103,-,03/07,-,-,"2,000",40,-,-,
석사동,8**,새롬공원길5번길,다가구,56.19,-,03/06,-,-,"1,000",42,-,-,
석사동,9**,스무숲1길,다가구,25,-,03/06,-,-,200,25,-,-,
석사동,6**,석사길5번길,다가구,56.1,-,03/06,-,-,"6,000",0,-,-,
석사동,8**,새롬공원길9번길,다가구,20,-,03/05,-,-,"2,000",16,-,-,
석사동,7**,,다가구,46.76,-,03/05,-,-,"6,500",0,-,-,
석사동,9**,스무숲3길,다가구,27,-,03/02,-,-,300,33,-,-,
석사동,7**,우석로,다가구,28.06,-,03/02,-,-,"4,000",0,-,-,
석사동,7**,후석로45번길,다가구,60,-,03/01,-,-,"1,000",35,-,-,
석사동,3**,공지로,다가구,23.14,-,03/01,-,-,"3,500",0,-,-,
