법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
효자동,6**,효자로150번길,단독,76.23,-,03/30,-,-,"1,000",50,-,-,
효자동,6**,닥나무길9번길,다가구,26,-,03/30,-,-,300,43,-,-,
효자동,1*,백령로,다가구,39,-,03/29,-,-,"3,000",22,-,-,
효자동,1**,법원뒷길8번길,다가구,27,-,03/29,-,-,200,32,-,-,
효자동,6**,서부대성로184번길,다가구,30,-,03/29,-,-,"7,000",0,-,-,
효자동,3**,공지로280번길,단독,53.6,-,03/29,-,-,"8,000",0,-,-,
효자동,1**,둥지길,다가구,31.43,-,03/29,-,-,"6,000",0,-,-,
효자동,1**,효평길20번길,단독,33,-,03/29,-,-,"5,000",0,-,-,
효자동,1**,법원뒷길,다가구,30,-,03/29,-,-,"4,000",0,-,-,
효자동,1**,효평길20번길,단독,33,-,03/29,-,-,"5,000",0,-,-,
효자동,1**,백령로61번길,다가구,16,-,03/27,-,-,"5,000",0,-,-,
효자동,1**,서부대성로184번길,다가구,18,-,03/26,-,-,"3,000",0,-,-,
효자동,6**,춘천로64번길,단독,30,-,03/25,-,-,500,0,-,-,
효자동,7**,남춘로55번길,다가구,31,-,03/24,-,-,"4,000",0,-,-,
효자동,7**,효평길,다가구,115,-,03/24,-,-,"6,000",0,-,-,
효자동,5**,춘천로64번길,다가구,36,-,03/23,-,-,500,25,-,-,
효자동,1**,,다가구,50,-,03/23,-,-,"8,000",0,-,-,
효자동,1**,성심로66번길,단독,115,-,03/22,-,-,"12,000",0,-,-,
효자동,6**,효명길,단독,70,-,03/21,-,-,"6,000",0,-,-,
효자동,1**,,단독,20,-,03/21,-,-,"5,000",0,-,-,
효자동,7**,성심로,단독,31.37,-,03/21,-,-,300,20,-,-,
효자동,1**,법원뒷길,다가구,24.2,-,03/20,-,-,"3,500",0,-,-,
효자동,1**,법원뒷길,다가구,24.2,-,03/20,-,-,"3,500",0,-,-,
효자동,1**,돌담길,다가구,32.93,-,03/19,-,-,200,32,-,-,
효자동,7**,백령로119번길,다가구,29.75,-,03/18,-,-,"6,000",0,-,-,
효자동,1**,성심로66번길,다가구,33,-,03/18,-,-,"7,000",0,-,-,
효자동,7**,효평길,다가구,27,-,03/16,-,-,300,40,-,-,
효자동,2**,공지로218번길,다가구,57.19,-,03/15,-,-,"11,000",0,-,-,
효자동,3*,서부대성로173번길,다가구,42.98,-,03/14,-,-,"2,300",37,-,-,
효자동,1**,둥지길,다가구,30,-,03/13,-,-,300,43,-,-,
효자동,6**,백령로138번길,단독,16,-,03/12,-,-,"2,500",0,-,-,
효자동,1**,백령로67번길,단독,30,-,03/12,-,-,"4,500",0,-,-,
효자동,1**,백령로23번길,단독,20,-,03/12,-,-,"4,500",0,-,-,
효자동,6**,춘천로204번길,다가구,50,-,03/10,-,-,"7,000",0,-,-,
효자동,7**,춘천로,다가구,30,-,03/09,-,-,500,40,-,-,
효자동,1**,백령로23번길,다가구,28,-,03/08,-,-,"3,000",0,-,-,
효자동,4**,효자상길,다가구,49.5,-,03/07,-,-,"8,500",0,-,-,
효자동,7**,백령로,다가구,20,-,03/07,-,-,"1,700",0,-,-,
효자동,6**,효평길,다가구,43,-,03/06,-,-,"9,000",0,-,-,
효자동,6**,,다가구,43,-,03/06,-,-,"9,000",0,-,-,
효자동,1**,효자로102번길,다가구,30,-,03/03,-,-,300,38,-,-,
효자동,1**,효제길23번길,다가구,26.45,-,03/03,-,-,200,31,-,-,
효자동,7**,남춘로51번길,다가구,33,-,03/03,-,-,"5,000",0,-,-,
효자동,1**,서부대성로184번길,다가구,18,-,03/02,-,-,"2,500",0,-,-,
효자동,2**,공지로242번길,다가구,36,-,03/02,-,-,"7,000",0,-,-,
효자동,3**,공지로252번길,다가구,23,-,03/01,-,-,"6,000",0,-,-,
