법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
효자동,1**,서부대성로184번길,단독,76.91,신규,03/31,22.04-24.04,-,"12,000",0,-,-,
효자동,6**,공지로317번길,단독,50,-,03/31,-,-,"1,000",40,-,-,
효자동,7**,효평길,단독,70.02,갱신,03/31,22.03-24.03,-,"7,000",0,"2,500",0,
효자동,6**,,단독,50,-,03/31,-,-,"1,000",40,-,-,
효자동,4**,명주길,단독,45,신규,03/31,22.04-23.04,-,500,50,-,-,
효자동,2**,공지로218번길,다가구,60,신규,03/31,22.04-24.04,-,"15,000",0,-,-,
효자동,1**,백령로67번길,단독,26.4,신규,03/31,22.04-23.02,-,200,33,-,-,
효자동,2**,공지로218번길,다가구,28,신규,03/31,22.05-24.05,-,"7,000",0,-,-,
효자동,7**,효평길,다가구,20,-,03/30,-,-,100,30,-,-,
효자동,7**,남춘로51번길,단독,44.84,신규,03/30,22.04-24.04,-,500,40,-,-,
효자동,1**,도화길,다가구,50,신규,03/29,22.04-23.04,-,500,56,-,-,
효자동,6**,효자로150번길,단독,21,-,03/29,-,-,"6,000",0,-,-,
효자동,4**,효자로73번길,단독,68.83,신규,03/28,22.04-23.04,-,300,35,-,-,
효자동,4*,두하길25번길,다가구,25,-,03/27,-,-,50,15,-,-,
효자동,6**,서부대성로,다가구,23.45,-,03/27,-,-,"2,500",0,-,-,
효자동,1**,성심로66번길,단독,36,신규,03/26,22.03-23.03,-,300,39,-,-,
효자동,1**,,다가구,26.4,-,03/23,-,-,"8,000",0,-,-,
효자동,6**,춘천로204번길,다가구,60,신규,03/23,22.05-24.05,-,"9,000",0,-,-,
효자동,1**,성심로66번길,다가구,35,-,03/22,-,-,"6,000",0,-,-,
효자동,1**,효자로,다가구,58.86,-,03/21,-,-,500,30,-,-,
효자동,3*,백령로147번길,다가구,33,-,03/21,-,-,"4,000",0,-,-,
효자동,6**,서부대성로,다가구,83,신규,03/21,22.04-24.04,-,"17,000",0,-,-,
효자동,6**,서부대성로,다가구,83,신규,03/21,22.04-24.04,-,"17,000",0,-,-,
효자동,6**,서부대성로173번길,다가구,43,신규,03/19,22.04-23.04,-,500,50,-,-,
효자동,7**,남춘로45번길,단독,41.7,신규,03/19,22.04-24.04,-,"9,500",0,-,-,
효자동,1**,법원뒷길,단독,87.17,신규,03/19,22.04-24.04,-,"8,000",0,-,-,
효자동,6**,서부대성로205번길,다가구,25,신규,03/18,22.04-24.04,-,"7,000",0,-,-,
효자동,6**,공지로333번길,다가구,40,신규,03/18,22.04-24.04,-,"8,000",0,-,-,
효자동,7**,,단독,25.47,-,03/18,-,-,"6,000",0,-,-,
효자동,6**,서부대성로173번길,다가구,29,신규,03/18,22.04-23.04,-,300,42,-,-,
효자동,7**,,다가구,25.47,-,03/18,-,-,"6,000",0,-,-,
효자동,7**,성심로47번길,다가구,26,-,03/17,-,-,200,28,-,-,
효자동,7**,백령로115번길,다가구,36.64,신규,03/16,22.04-23.02,-,300,45,-,-,
효자동,7**,남춘로51번길,단독,65.58,신규,03/16,22.05-24.05,-,"8,000",0,-,-,
효자동,1**,백령로67번길,단독,28,신규,03/16,22.04-24.04,-,"7,000",0,-,-,
효자동,6**,서부대성로,다가구,20,-,03/15,-,-,200,30,-,-,
효자동,5**,둥지길,다가구,24.59,-,03/13,-,-,100,30,-,-,
효자동,1**,효자로102번길,단독,50,신규,03/13,22.03-23.03,-,500,50,-,-,
효자동,7**,춘천로296번길,다가구,28,신규,03/12,22.03-23.03,-,300,40,-,-,
효자동,6**,서부대성로227번길,다가구,24,-,03/12,-,-,100,28,-,-,
효자동,1**,돌담길10번길,다가구,33,-,03/11,-,-,"6,000",0,-,-,
효자동,3**,공지로264번길,단독,30.3,-,03/10,-,-,300,20,-,-,
효자동,6**,서부대성로173번길,다가구,22,신규,03/10,22.03-23.03,-,200,32,-,-,
효자동,7**,성심로47번길,다가구,26,-,03/10,-,-,"4,500",0,-,-,
효자동,4*,성심로,다가구,35,신규,03/10,22.03-23.03,-,200,37,-,-,
효자동,3*,백령로147번길,다가구,23.1,-,03/09,-,-,50,30,-,-,
효자동,6**,효자로150번길,단독,36,신규,03/09,22.03-23.03,-,500,57,-,-,
효자동,1**,백령로,다가구,26.4,-,03/09,-,-,"5,000",0,-,-,
효자동,7**,백령로,다가구,25,-,03/08,-,-,"4,000",0,-,-,
효자동,7**,백령로,다가구,25,-,03/08,-,-,"4,000",0,-,-,
효자동,6**,서부대성로173번길,다가구,22.32,-,03/08,-,-,200,30,-,-,
효자동,2**,,다가구,28,신규,03/07,22.03-23.03,-,300,40,-,-,
효자동,6**,서부대성로173번길,다가구,23,신규,03/07,22.03-22.09,-,200,32,-,-,
효자동,2**,,단독,28,-,03/07,-,-,300,40,-,-,
