법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
퇴계동,1***,퇴계로,다가구,159.76,-,03/31,-,-,"6,500",0,-,-,
퇴계동,1***,퇴계로,다가구,140.6,-,03/30,-,-,"7,000",0,-,-,
퇴계동,8**,춘주로201번길,다가구,70.95,-,03/26,-,-,"2,000",35,-,-,
퇴계동,1***,승지골길,다가구,116.16,-,03/25,-,-,300,30,-,-,
퇴계동,1***,남춘천길,단독,157.5,-,03/25,-,-,"6,000",0,-,-,
퇴계동,9**,퇴계로146번길,다가구,121.6,-,03/24,-,-,300,30,-,-,
퇴계동,8**,춘주로201번길,다가구,110.14,-,03/24,-,-,500,30,-,-,
퇴계동,8**,춘주로195번길,단독,57.34,-,03/22,-,-,"2,500",10,-,-,
퇴계동,9**,퇴계로146번길,다가구,123.19,-,03/21,-,-,300,30,-,-,
퇴계동,8**,공원3길,단독,90.9,-,03/21,-,-,"6,500",0,-,-,
퇴계동,8**,춘주로187번길,다가구,105.28,-,03/20,-,-,"4,000",0,-,-,
퇴계동,1***,효자로24번길,다가구,131.68,-,03/20,-,-,"5,000",0,-,-,
퇴계동,8**,공원4길,다가구,19.69,-,03/20,-,-,130,15,-,-,
퇴계동,1***,남춘천길,단독,157.5,-,03/19,-,-,"5,000",10,-,-,
퇴계동,1***,남춘로1번길,다가구,94.8,-,03/16,-,-,500,30,-,-,
퇴계동,1***,퇴계로,다가구,138.3,-,03/16,-,-,"5,000",0,-,-,
퇴계동,1***,승지골길13번길,단독,131.11,-,03/12,-,-,300,30,-,-,
퇴계동,8**,충혼길5번길,다가구,117.99,-,03/05,-,-,"9,000",0,-,-,
퇴계동,1***,승지골길,단독,119.57,-,03/04,-,-,"7,000",15,-,-,
퇴계동,8**,공원2길,다가구,33.79,-,03/01,-,-,"4,000",0,-,-,
