법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,7**,벌말길,단독,59.5,-,06/30,-,-,300,30,-,-,
석사동,7**,애막골길11번길,다가구,93.67,-,06/30,-,-,"10,000",0,-,-,
석사동,2**,외솔길,다가구,26.4,-,06/29,-,-,"2,700",0,-,-,
석사동,7**,효석로77번길,다가구,56.9,-,06/29,-,-,"1,000",30,-,-,
석사동,7**,우석로,다가구,28,-,06/28,-,-,"2,500",0,-,-,
석사동,6**,후석로59번길,다가구,62.8,-,06/27,-,-,"3,000",20,-,-,
석사동,2**,외솔길,다가구,26.4,-,06/27,-,-,"2,700",0,-,-,
석사동,8**,새롬공원길5번길,다가구,33,-,06/27,-,-,"5,000",0,-,-,
석사동,7**,,다가구,64.98,-,06/26,-,-,"5,000",10,-,-,
석사동,7**,애막골길20번길,다가구,66.1,-,06/26,-,-,"2,000",30,-,-,
석사동,6**,효석로135번길,다가구,100.36,-,06/26,-,-,300,30,-,-,
석사동,8**,새롬공원길9번길,다가구,29.7,-,06/23,-,-,"2,900",0,-,-,
석사동,8**,새롬공원길4번길,다가구,33,-,06/23,-,-,300,30,-,-,
석사동,7**,벌말길47번길,다가구,82.6,-,06/22,-,-,300,38,-,-,
석사동,6**,후석로59번길,다가구,54,-,06/20,-,-,"4,600",0,-,-,
석사동,3**,후석로66번길,다가구,33,-,06/20,-,-,"3,200",0,-,-,
석사동,9**,,다가구,37.41,-,06/18,-,-,"4,000",0,-,-,
석사동,9**,스무숲4길,다가구,33,-,06/18,-,-,"2,500",0,-,-,
석사동,9**,스무숲3길,다가구,28,-,06/15,-,-,"2,500",0,-,-,
석사동,9**,스무숲4길,다가구,33,-,06/15,-,-,"2,500",0,-,-,
석사동,9**,스무숲4길,다가구,25,-,06/10,-,-,"3,200",0,-,-,
석사동,9**,스무숲1길,다가구,26.52,-,06/10,-,-,"2,000",10,-,-,
석사동,8**,새롬공원길9번길,다가구,31,-,06/08,-,-,"3,000",0,-,-,
석사동,7**,효석로,다가구,49.68,-,06/08,-,-,"5,000",0,-,-,
석사동,7**,후석로45번길,다가구,49,-,06/08,-,-,500,16,-,-,
석사동,7**,우석로,다가구,24.09,-,06/08,-,-,"1,500",0,-,-,
석사동,7**,효석로77번길,다가구,21.8,-,06/06,-,-,"1,500",0,-,-,
석사동,7**,우석로,다가구,52.15,-,06/05,-,-,"4,500",7,-,-,
석사동,7**,효석로77번길,다가구,66,-,06/04,-,-,300,35,-,-,
석사동,6**,벌말길47번길,다가구,30,-,06/04,-,-,"2,000",0,-,-,
석사동,6**,벌말길,다가구,66.1,-,06/04,-,-,"5,000",0,-,-,
석사동,9**,스무숲3길,다가구,48.64,-,06/03,-,-,300,30,-,-,
석사동,9**,스무숲1길,다가구,33,-,06/02,-,-,"3,000",0,-,-,
석사동,6**,후석로59번길,단독,76,-,06/01,-,-,300,30,-,-,
