법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
효자동,3**,청운길,다가구,30,-,08/31,-,-,"7,000",0,-,-,
효자동,6**,춘천로64번길,다가구,55,-,08/31,-,-,"10,000",0,-,-,
효자동,6**,,다가구,48,-,08/30,-,-,500,50,-,-,
효자동,1*,백령로,다가구,21,-,08/30,-,-,"2,500",0,-,-,
효자동,7**,성심로47번길,다가구,26,-,08/29,-,-,"4,500",0,-,-,
효자동,7**,성심로47번길,다가구,26,-,08/29,-,-,"4,500",0,-,-,
효자동,6**,공지로333번길,단독,40,-,08/28,-,-,"3,000",29,-,-,
효자동,1**,서부대성로184번길,다가구,100,-,08/28,-,-,"9,500",0,-,-,
효자동,4**,효자문길,다가구,19.61,-,08/28,-,-,"2,023",12,-,-,
효자동,7**,남춘로45번길,다가구,99.17,-,08/28,-,-,"16,000",0,-,-,
효자동,1**,백령로,다가구,26.4,-,08/27,-,-,"4,000",0,-,-,
효자동,1**,둥지길,단독,26,-,08/26,-,-,"2,300",26,-,-,
효자동,6**,춘천로64번길,다가구,30,-,08/25,-,-,300,40,-,-,
효자동,7**,성심로47번길,단독,48.6,-,08/25,-,-,300,35,-,-,
효자동,1**,서부대성로184번길,다가구,102,-,08/22,-,-,"7,000",27,-,-,
효자동,4**,명주길,단독,72.09,-,08/21,-,-,"7,000",0,-,-,
효자동,3*,백령로147번길,단독,73.8,-,08/21,-,-,"7,000",10,-,-,
효자동,2**,공지로,단독,26,-,08/21,-,-,300,43,-,-,
효자동,7**,효평길,다가구,35,-,08/20,-,-,400,42,-,-,
효자동,6**,,단독,30,-,08/20,-,-,"6,000",0,-,-,
효자동,4**,소전길,단독,50.14,-,08/19,-,-,"5,200",0,-,-,
효자동,4*,성심로,다가구,24,-,08/17,-,-,"6,000",0,-,-,
효자동,2**,공지로242번길,단독,27,-,08/17,-,-,"5,000",0,-,-,
효자동,1**,효평길20번길,단독,56.25,-,08/17,-,-,"4,000",0,-,-,
효자동,1**,백령로67번길,다가구,21.59,-,08/17,-,-,"4,000",0,-,-,
효자동,6**,춘천로204번길,다가구,30,-,08/16,-,-,"4,500",0,-,-,
효자동,1*,백령로165번길,다가구,20,-,08/15,-,-,100,25,-,-,
효자동,6**,춘천로204번길,다가구,29.82,-,08/13,-,-,"4,500",0,-,-,
효자동,3**,공지로252번길,다가구,26,-,08/13,-,-,"7,500",0,-,-,
효자동,6**,효자로102번길,단독,33.48,-,08/13,-,-,"5,000",0,-,-,
효자동,2**,공지로242번길,단독,30,-,08/12,-,-,"5,500",0,-,-,
효자동,1**,백령로23번길,다가구,27,-,08/12,-,-,"1,000",23,-,-,
효자동,6**,공지로333번길,다가구,30,-,08/12,-,-,"7,500",0,-,-,
효자동,7**,효평길,다가구,26,-,08/12,-,-,"5,000",0,-,-,
효자동,1**,효제길23번길,다가구,35.2,-,08/12,-,-,"3,000",10,-,-,
효자동,1**,백령로25번길,다가구,25,-,08/11,-,-,100,30,-,-,
효자동,1**,백령로23번길,다가구,27,-,08/09,-,-,"1,000",23,-,-,
효자동,7**,성심로47번길,다가구,26,-,08/08,-,-,"4,500",0,-,-,
효자동,1**,백령로75번길,다가구,83,-,08/08,-,-,"1,000",40,-,-,
효자동,3**,공지로252번길,다가구,30,-,08/08,-,-,"7,000",0,-,-,
효자동,1**,백령로,다가구,26.4,-,08/08,-,-,"7,000",0,-,-,
효자동,7**,성심로47번길,다가구,26,-,08/08,-,-,"4,500",0,-,-,
효자동,1**,서부대성로184번길,단독,24.63,-,08/06,-,-,"5,500",0,-,-,
효자동,1**,백령로,다가구,26.4,-,08/05,-,-,"5,000",0,-,-,
효자동,2**,공지로,다가구,28,-,08/04,-,-,300,40,-,-,
효자동,3**,남춘로56번길,다가구,19.47,-,08/03,-,-,"4,500",0,-,-,
효자동,1**,효제길23번길,다가구,30,-,08/03,-,-,"3,000",0,-,-,
효자동,1**,백령로67번길,다가구,26.4,-,08/02,-,-,200,30,-,-,
효자동,1**,백령로61번길,다가구,19,-,08/01,-,-,"5,000",0,-,-,
