법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
효자동,6**,효자로150번길,단독,39.13,신규,11/30,23.12-25.12,-,"7,000",0,-,-,
효자동,1*,백령로165번길,다가구,103.7,-,11/30,-,-,"15,000",35,-,-,
효자동,1**,공지로264번길,단독,21,신규,11/30,24.02-25.01,-,300,30,-,-,
효자동,6**,도화길,단독,52.89,신규,11/30,24.01-26.01,-,"12,000",0,-,-,
효자동,1*,백령로151번길,단독,25,신규,11/30,24.01-25.01,-,300,35,-,-,
효자동,1**,돌담길,단독,61.07,-,11/29,-,-,"6,000",0,-,-,
효자동,7**,공지로307번길,단독,65.07,신규,11/29,23.12-25.12,-,300,45,-,-,
효자동,2**,공지로218번길,다가구,40,신규,11/29,23.12-24.12,-,500,50,-,-,
효자동,6**,효자로102번길,단독,25,-,11/28,-,-,"1,200",0,-,-,
효자동,3**,공지로264번길,단독,24,-,11/28,-,-,"4,000",0,-,-,
효자동,6**,백령로,다가구,80.67,-,11/28,-,-,"1,680",11,-,-,
효자동,1**,법원뒷길,다가구,33.05,신규,11/28,23.12-26.02,-,"6,500",0,-,-,
효자동,7**,서부대성로206번길,단독,20.33,-,11/28,-,-,200,30,-,-,
효자동,6**,효자로150번길,다가구,28,신규,11/27,23.12-24.11,-,300,42,-,-,
효자동,6**,백령로151번길,다가구,33.2,신규,11/27,24.01-25.01,-,300,48,-,-,
효자동,7**,춘천로310번길,다가구,30,신규,11/26,23.11-24.11,-,400,37,-,-,
효자동,7**,춘천로296번길,단독,33,신규,11/25,23.11-24.11,-,300,37,-,-,
효자동,6**,백령로138번길,단독,70,신규,11/25,23.11-24.11,-,300,60,-,-,
효자동,7**,춘천로255번길,단독,26,신규,11/24,23.12-24.12,-,300,40,-,-,
효자동,6**,춘천로204번길,다가구,30,신규,11/24,24.01-25.01,-,300,41,-,-,
효자동,7**,춘천로310번길,다가구,28,신규,11/23,23.12-24.11,-,300,38,-,-,
효자동,2**,공지로218번길,단독,29.68,신규,11/22,24.01-25.01,-,300,40,-,-,
효자동,2**,공지로218번길,단독,29.68,신규,11/22,24.01-25.01,-,300,40,-,-,
효자동,6**,공지로,단독,91.35,신규,11/22,23.12-24.12,-,"1,000",50,-,-,
효자동,1**,미려골길11번길,단독,30,-,11/22,-,-,300,30,-,-,
효자동,6**,서부대성로227번길,다가구,21,-,11/21,-,-,200,28,-,-,
효자동,6**,,다가구,50,-,11/21,-,-,500,53,-,-,
효자동,1*,백령로165번길,단독,28,신규,11/21,23.12-24.12,-,300,45,-,-,
효자동,6**,도화길6번길,단독,33,-,11/21,-,-,"3,500",0,-,-,
효자동,1**,둥지길,단독,26,신규,11/21,23.12-24.12,-,300,35,-,-,
효자동,3**,공지로264번길,단독,60.24,신규,11/21,23.12-24.12,-,300,35,-,-,
효자동,1**,백령로25번길,단독,40.1,신규,11/20,23.12-26.02,-,"7,000",0,-,-,
효자동,6**,닥나무길9번길,다가구,33.05,신규,11/20,23.11-25.11,-,"7,000",0,-,-,
효자동,6**,춘천로68번길,다가구,56.22,신규,11/20,23.11-25.11,-,500,55,-,-,
효자동,5**,춘천로64번길,단독,63.45,신규,11/20,23.12-25.12,-,500,55,-,-,
효자동,5**,춘천로64번길,단독,20.96,신규,11/20,23.11-25.11,-,500,45,-,-,
효자동,1*,백령로165번길,다가구,19.8,-,11/20,-,-,200,30,-,-,
효자동,1**,백령로,다가구,26.4,-,11/20,-,-,"5,500",0,-,-,
효자동,6**,도화길6번길,다가구,25,신규,11/19,23.12-25.12,-,"7,000",0,-,-,
효자동,1**,서부대성로184번길,다가구,20.2,-,11/19,-,-,"5,500",0,-,-,
효자동,7**,효평길,단독,57.64,신규,11/18,23.12-25.12,-,800,40,-,-,
효자동,1**,서부대성로184번길,다가구,20.2,-,11/18,-,-,"2,500",0,-,-,
효자동,3**,공지로252번길,다가구,26,신규,11/17,24.01-26.01,-,"7,500",0,-,-,
효자동,1*,백령로165번길,다가구,43,신규,11/17,23.11-24.11,-,500,60,-,-,
효자동,1**,둥지길,단독,28,신규,11/17,23.12-24.11,-,300,43,-,-,
효자동,1**,백령로23번길,다가구,25,신규,11/17,24.02-25.02,-,200,39,-,-,
효자동,1**,둥지길,다가구,28,신규,11/17,23.12-24.11,-,300,43,-,-,
효자동,1**,돌담길10번길,다가구,39,-,11/16,-,-,"5,000",0,-,-,
효자동,6**,도화길6번길,단독,27,-,11/16,-,-,"3,500",0,-,-,
효자동,7**,춘천로255번길,다가구,62.13,신규,11/16,23.12-25.12,-,500,40,-,-,
효자동,1**,효제길,단독,35.69,-,11/16,23.11-25.11,-,"7,000",0,-,-,
효자동,6**,,단독,24,-,11/15,-,-,300,30,-,-,
효자동,6**,,다가구,33,-,11/15,-,-,200,40,-,-,
효자동,4**,효자문길11번길,다가구,39.81,-,11/15,-,-,"5,000",0,-,-,
효자동,1**,둥지길47번길,단독,20,신규,11/14,23.11-24.12,-,100,32,-,-,
효자동,1**,도화길,다가구,50,-,11/14,24.01-26.01,-,"10,500",0,-,-,
효자동,3**,남춘천새길41번길,다가구,30,신규,11/13,23.12-24.12,-,"1,500",40,-,-,
효자동,3**,공지로252번길,다가구,23,신규,11/13,23.12-25.12,-,"7,000",0,-,-,
효자동,1**,둥지길,단독,29,신규,11/13,23.11-24.11,-,300,45,-,-,
효자동,6**,효자로150번길,다가구,19.68,신규,11/13,23.11-24.03,-,100,32,-,-,
효자동,6**,서부대성로205번길,단독,45,신규,11/13,23.12-24.12,-,500,55,-,-,
효자동,7**,백령로111번길,다가구,25,-,11/13,-,-,"1,000",20,-,-,
효자동,3**,,단독,21,-,11/13,-,-,"7,500",0,-,-,
효자동,6**,춘천로204번길,단독,26.3,-,11/12,-,-,"4,500",0,-,-,
효자동,1**,둥지길,단독,30,신규,11/11,23.11-24.11,-,300,40,-,-,
효자동,1**,서부대성로184번길,다가구,20.2,-,11/11,-,-,300,30,-,-,
효자동,6**,공지로333번길,단독,73.34,신규,11/11,23.11-25.11,-,"1,000",49,-,-,
효자동,1**,청운길,다가구,42.9,신규,11/10,23.11-24.11,-,300,40,-,-,
효자동,7**,남춘로61번길,단독,48,신규,11/10,23.11-24.11,-,500,52,-,-,
효자동,1**,,다가구,81.27,-,11/10,-,-,"10,000",0,-,-,
