법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
퇴계동,9**,춘주로179번길,단독,60,-,06/30,-,-,300,35,-,-,
퇴계동,1***,승지골길13번길,다가구,121.32,-,06/30,-,-,"5,000",0,-,-,
퇴계동,8**,충혼길5번길,다가구,119.46,-,06/28,-,-,500,30,-,-,
퇴계동,8**,춘주로195번길,다가구,103.92,-,06/23,-,-,"4,500",0,-,-,
퇴계동,1***,승지골길13번길,다가구,131.11,-,06/23,-,-,"1,000",22,-,-,
퇴계동,9**,,다가구,36.96,-,06/19,-,-,"2,500",0,-,-,
퇴계동,6**,영서로2269번길,다가구,118.4,-,06/18,-,-,300,30,-,-,
퇴계동,8**,춘주로201번길,단독,51.11,신규,06/18,14.07-16.07,-,"4,500",7,-,-,
퇴계동,1***,퇴계로145번길,다가구,166.28,-,06/14,-,-,"6,000",0,-,-,
퇴계동,4**,미나리길11번길,단독,128.5,-,06/04,-,-,"4,500",0,-,-,
퇴계동,1***,효자로14번길,단독,116.73,-,06/02,-,-,"10,000",0,-,-,
