법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
퇴계동,1**,김유정로,다가구,26,신규,07/31,24.08-25.08,-,300,40,-,-,
퇴계동,9*,윗무린개길,다가구,26,신규,07/30,24.08-25.08,-,0,50,-,-,
퇴계동,4**,미나리길,단독,45,신규,07/29,24.08-25.08,-,500,60,-,-,
퇴계동,1***,퇴계로145번길,다가구,28,신규,07/29,24.08-25.08,-,300,30,-,-,
퇴계동,1**,김유정로,다가구,26,신규,07/28,24.08-26.08,-,"7,000",0,-,-,
퇴계동,1**,김유정로,다가구,26,신규,07/28,24.08-26.08,-,"7,000",0,-,-,
퇴계동,3**,퇴계로77번길,다가구,26,신규,07/28,24.07-25.07,-,300,43,-,-,
퇴계동,8**,공원3길,다가구,50.88,신규,07/26,24.08-26.08,-,"2,000",25,-,-,
퇴계동,1***,효자로14번길,다가구,50,갱신,07/26,24.08-26.08,-,"13,000",0,"12,500",0,
퇴계동,8**,춘주로187번길,다가구,47.85,갱신,07/25,24.07-26.07,-,"5,500",0,"4,500",0,
퇴계동,4**,국사봉길,다가구,28,신규,07/25,24.08-25.08,-,300,43,-,-,
퇴계동,1***,남춘천길,다가구,45,신규,07/25,24.08-25.08,-,500,52,-,-,
퇴계동,9**,퇴계로145번길,다가구,73.89,신규,07/25,24.07-26.07,-,"3,000",20,-,-,
퇴계동,1***,남춘천길,다가구,34.2,-,07/24,-,-,"6,000",0,-,-,
퇴계동,9**,퇴계로146번길,단독,26,-,07/21,-,-,100,40,-,-,
퇴계동,9**,퇴계로146번길,단독,26,신규,07/21,24.07-24.09,-,100,40,-,-,
퇴계동,9**,행촌로32번길,단독,55.2,신규,07/20,24.07-26.07,-,500,40,-,-,
퇴계동,1***,승지골길,다가구,23,신규,07/19,24.07-25.07,-,300,30,-,-,
퇴계동,1***,남춘천길5번길,다가구,32,신규,07/19,24.08-26.08,-,"5,000",36,-,-,
퇴계동,8**,공원2길,단독,30,신규,07/19,24.07-25.07,-,500,45,-,-,
퇴계동,9**,퇴계로146번길,다가구,25,신규,07/16,24.07-25.07,-,300,33,-,-,
퇴계동,9**,행촌로32번길,다가구,30,신규,07/15,24.07-25.07,-,100,50,-,-,
퇴계동,9**,남춘로36번길,다가구,30,신규,07/13,24.07-25.07,-,300,35,-,-,
퇴계동,8**,행촌로,단독,122.01,신규,07/13,24.10-26.10,-,"15,000",0,-,-,
퇴계동,8**,춘주로193번길,단독,23,신규,07/12,24.07-26.07,-,"2,800",0,-,-,
퇴계동,8**,춘주로193번길,단독,97,신규,07/11,24.07-25.07,-,900,40,-,-,
퇴계동,1**,김유정로,다가구,30,신규,07/08,24.08-26.08,-,"6,000",0,-,-,
퇴계동,6**,남춘로5번길,다가구,28,신규,07/07,24.07-25.07,-,300,43,-,-,
퇴계동,1***,퇴계로93번길,다가구,25,신규,07/06,24.07-25.07,-,300,38,-,-,
퇴계동,9**,행촌로,다가구,60,신규,07/06,24.07-26.07,-,400,40,-,-,
퇴계동,6**,충혼길4번길,다가구,25,신규,07/06,24.07-25.07,-,300,41,-,-,
퇴계동,1***,퇴계로,다가구,47,-,07/05,-,-,"8,000",0,-,-,
퇴계동,1***,효자로14번길,다가구,28,신규,07/05,24.07-25.07,-,500,53,-,-,
퇴계동,9**,행촌로,다가구,33,신규,07/04,24.07-26.07,-,300,35,-,-,
