법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,6**,석사길5번길,단독,50,신규,09/27,23.09-24.09,-,500,37,-,-,
석사동,7**,우석로,다가구,23.94,-,09/26,-,-,"6,000",0,-,-,
석사동,7**,벌말길,단독,33.56,신규,09/26,23.09-25.09,-,200,38,-,-,
석사동,7**,우석로,다가구,23.94,-,09/26,-,-,"6,000",0,-,-,
석사동,1**,외솔길19번길,단독,82.5,신규,09/25,23.09-25.09,-,"7,000",50,-,-,
석사동,9**,스무숲1길,단독,26,-,09/25,-,-,200,25,-,-,
석사동,7**,애막골길20번길,단독,24,신규,09/23,23.10-24.10,-,300,45,-,-,
석사동,7**,벌말길47번길,다가구,64,신규,09/22,23.10-25.10,-,"1,000",40,-,-,
석사동,7**,애막골길20번길,단독,45,신규,09/21,23.09-24.09,-,500,70,-,-,
석사동,6**,후석로59번길,다가구,37,신규,09/21,23.09-24.09,-,300,35,-,-,
석사동,6**,효석로,단독,49,-,09/21,-,-,"2,000",28,-,-,
석사동,9**,스무숲1길,다가구,121.37,신규,09/20,23.11-25.11,-,"2,500",85,-,-,
석사동,4**,공지로,다가구,48,신규,09/20,23.10-25.10,-,"10,000",0,-,-,
석사동,9**,안마산로,단독,30,-,09/19,-,-,200,29,-,-,
석사동,9**,안마산로,단독,117.12,신규,09/19,23.11-25.11,-,"15,000",0,-,-,
석사동,6**,효석로135번길,단독,40,-,09/19,-,-,100,25,-,-,
석사동,8**,새롬공원길9번길,다가구,33,신규,09/18,23.09-25.09,-,300,43,-,-,
석사동,7**,후석로45번길,단독,63.17,-,09/18,-,-,"5,000",0,-,-,
석사동,7**,,다가구,63.17,-,09/18,-,-,"5,000",0,-,-,
석사동,7**,애막골길20번길,단독,129.24,갱신,09/17,23.10-25.10,-,"10,000",0,"10,000",0,
석사동,6**,효석로89번길,단독,50,-,09/15,-,-,500,50,-,-,
석사동,6**,효석로89번길,다가구,50,신규,09/15,23.09-24.09,-,500,50,-,-,
석사동,7**,우석로,다가구,23,신규,09/14,23.09-25.09,-,"7,000",0,-,-,
석사동,6**,석사길5번길,단독,43,신규,09/14,23.09-25.09,-,500,45,-,-,
석사동,3**,외솔길,다가구,16.5,-,09/12,-,-,500,30,-,-,
석사동,7**,,단독,24,-,09/11,-,-,300,45,-,-,
석사동,8**,새롬공원길5번길,다가구,97.75,신규,09/07,23.10-25.10,-,"13,000",0,-,-,
석사동,7**,벌말길47번길,다가구,85,신규,09/07,23.09-25.09,-,"10,000",0,-,-,
석사동,6**,효석로89번길,다가구,66.43,-,09/06,-,-,"6,000",0,-,-,
석사동,3**,외솔길,다가구,21,-,09/06,-,-,"4,000",0,-,-,
석사동,7**,우석로38번길,다가구,23.05,-,09/06,-,-,"2,500",0,-,-,
석사동,6**,후석로59번길,단독,86.4,신규,09/05,23.09-25.09,-,"6,500",0,-,-,
석사동,9**,스무숲4길,다가구,25,-,09/02,-,-,"4,000",0,-,-,
석사동,9**,,다가구,25,-,09/02,-,-,"4,000",0,-,-,
석사동,3**,공지로,단독,64.08,신규,09/01,23.09-25.09,-,"8,000",0,-,-,
