법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,8**,새롬공원길9번길,다가구,30.73,-,05/30,-,-,"3,500",0,-,-,
석사동,9**,스무숲1길,다가구,117,-,05/30,-,-,"5,000",40,-,-,
석사동,7**,애막골길,단독,113.29,-,05/30,-,-,"9,000",0,-,-,
석사동,7**,우석로63번길,다가구,33,-,05/30,-,-,100,25,-,-,
석사동,9**,안마산로,다가구,38.39,-,05/29,-,-,500,42,-,-,
석사동,8**,새롬공원길4번길,다가구,33,-,05/29,-,-,"4,000",0,-,-,
석사동,9**,안마산로,다가구,58,-,05/28,-,-,"6,000",0,-,-,
석사동,7**,효석로77번길,다가구,21,-,05/24,-,-,"1,200",0,-,-,
석사동,8**,새롬공원길9번길,다가구,26.4,-,05/23,-,-,"2,300",0,-,-,
석사동,7**,효석로77번길,다가구,68.55,-,05/22,-,-,"3,000",0,-,-,
석사동,7**,우석로63번길,다가구,49.54,-,05/22,-,-,"4,000",0,-,-,
석사동,9**,스무숲1길,다가구,33,-,05/22,-,-,"3,500",0,-,-,
석사동,8**,새롬공원길,다가구,60,-,05/21,-,-,"4,000",20,-,-,
석사동,7**,효석로77번길,다가구,99,-,05/20,-,-,"5,500",0,-,-,
석사동,9**,스무숲3길,다가구,19.83,-,05/18,-,-,50,25,-,-,
석사동,7**,우석로38번길,다가구,30.24,-,05/17,-,-,"3,000",0,-,-,
석사동,7**,애막골길11번길,다가구,33,-,05/17,-,-,200,32,-,-,
석사동,9**,스무숲1길,다가구,52.89,-,05/17,-,-,"6,500",0,-,-,
석사동,9**,스무숲3길,다가구,33,-,05/17,-,-,"3,500",0,-,-,
석사동,8**,새롬공원길9번길,다가구,29.7,-,05/16,-,-,"3,000",0,-,-,
석사동,7**,벌말길47번길,다가구,99,-,05/15,-,-,"3,500",0,-,-,
석사동,4**,석사길5번길,단독,56.01,-,05/13,-,-,"3,500",0,-,-,
석사동,8**,새롬공원길5번길,다가구,28,-,05/13,-,-,"2,500",0,-,-,
석사동,6**,벌말길,단독,97.68,-,05/12,-,-,"8,000",0,-,-,
석사동,6**,후석로59번길,다가구,50.64,-,05/12,-,-,"3,000",0,-,-,
석사동,9**,스무숲1길,다가구,33,-,05/10,-,-,"2,000",10,-,-,
석사동,8**,새롬공원길9번길,다가구,49.58,-,05/10,-,-,"3,000",15,-,-,
석사동,7**,우석로85번길,다가구,52.65,-,05/10,-,-,500,30,-,-,
석사동,7**,애막골길3번길,다가구,85.8,-,05/08,-,-,"4,000",0,-,-,
석사동,7**,우석로4번길,다가구,25,-,05/06,-,-,300,35,-,-,
석사동,9**,스무숲4길,다가구,37.3,-,05/04,-,-,"3,500",0,-,-,
석사동,6**,효석로135번길,단독,79.33,-,05/03,-,-,"5,000",0,-,-,
석사동,8**,새롬공원길4번길,다가구,60,-,05/01,-,-,"4,000",23,-,-,
