법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,7**,애막골길11번길,다가구,20,-,01/31,-,-,200,27,-,-,
석사동,2**,외솔길,단독,27,-,01/30,-,-,300,30,-,-,
석사동,3**,외솔길,단독,22,-,01/30,-,-,"4,000",0,-,-,
석사동,7**,애막골길20번길,단독,30,-,01/30,-,-,"3,000",0,-,-,
석사동,7**,애막골길20번길,다가구,23.1,-,01/30,-,-,200,24,-,-,
석사동,7**,우석로79번길,다가구,30,-,01/29,-,-,200,30,-,-,
석사동,7**,벌말길,단독,33.6,신규,01/28,23.01-24.01,-,300,38,-,-,
석사동,4**,후석로66번길,다가구,66,신규,01/28,23.02-25.02,-,500,50,-,-,
석사동,3**,후석로66번길,다가구,15,-,01/28,-,-,200,22,-,-,
석사동,7**,우석로85번길,단독,27.5,-,01/28,-,-,100,27,-,-,
석사동,7**,우석로4번길,다가구,33.21,신규,01/28,23.02-24.02,-,200,35,-,-,
석사동,6**,후석로66번길,다가구,23,신규,01/27,23.01-24.01,-,300,33,-,-,
석사동,7**,벌말길47번길,단독,78,신규,01/26,23.01-25.01,-,500,40,-,-,
석사동,7**,우석로79번길,다가구,39.6,신규,01/25,23.02-24.02,-,500,50,-,-,
석사동,9**,안마산로,다가구,26,-,01/19,-,-,300,30,-,-,
석사동,7**,애막골길3번길,다가구,23,신규,01/19,23.02-25.02,-,200,32,-,-,
석사동,7**,애막골길20번길,다가구,23.1,-,01/19,-,-,"1,567",17,-,-,
석사동,7**,우석로38번길,다가구,52.32,신규,01/17,23.02-25.02,-,500,45,-,-,
석사동,7**,,단독,28,-,01/17,-,-,200,28,-,-,
석사동,8**,새롬공원길5번길,다가구,25,-,01/16,-,-,"4,000",0,-,-,
석사동,7**,우석로79번길,단독,33,-,01/16,-,-,"5,000",0,-,-,
석사동,6**,후석로59번길,단독,54,신규,01/14,23.01-25.01,-,500,50,-,-,
석사동,3**,후석로66번길,다가구,15,-,01/14,-,-,200,22,-,-,
석사동,1**,우석로38번길,단독,130.32,신규,01/14,23.02-25.02,-,"20,000",100,-,-,
석사동,7**,우석로67번길,다가구,33,-,01/13,-,-,100,30,-,-,
석사동,8**,새롬공원길4번길,다가구,60,신규,01/12,23.03-24.03,-,"8,000",0,-,-,
석사동,7**,우석로,다가구,47,신규,01/12,23.01-25.01,-,300,40,-,-,
석사동,3**,외솔길,단독,27.84,-,01/12,-,-,300,37,-,-,
석사동,7**,우석로79번길,단독,62.97,-,01/11,-,-,"4,000",0,-,-,
석사동,4**,후석로66번길,다가구,30,신규,01/11,23.02-25.02,-,"7,000",0,-,-,
석사동,3**,후석로66번길,다가구,21,-,01/11,-,-,300,29,-,-,
석사동,7**,우석로67번길,단독,24,-,01/11,-,-,200,30,-,-,
석사동,7**,우석로38번길,단독,34.62,-,01/10,-,-,"4,500",0,-,-,
석사동,7**,우석로,다가구,28,신규,01/10,23.02-24.02,-,200,32,-,-,
석사동,7**,우석로79번길,단독,27.2,신규,01/10,23.02-25.02,-,300,40,-,-,
석사동,6**,,단독,23,-,01/10,-,-,"3,000",0,-,-,
석사동,7**,우석로38번길,단독,35.26,-,01/09,-,-,"4,500",0,-,-,
석사동,7**,우석로79번길,단독,21,-,01/07,-,-,200,30,-,-,
석사동,9**,스무숲길,다가구,129.69,신규,01/07,23.02-25.02,-,"2,000",67,-,-,
석사동,7**,우석로79번길,단독,33,-,01/07,-,-,200,30,-,-,
석사동,6**,후석로59번길,단독,80.37,-,01/07,-,-,300,22,-,-,
석사동,9**,스무숲4길,다가구,120.23,신규,01/07,23.01-25.01,-,"3,000",60,-,-,
석사동,7**,벌말길47번길,다가구,31.5,-,01/06,-,-,500,40,-,-,
석사동,9**,스무숲1길,단독,39,신규,01/06,23.02-25.02,-,500,40,-,-,
석사동,7**,우석로,다가구,63,신규,01/06,23.02-25.02,-,500,40,-,-,
석사동,9**,스무숲1길,다가구,24,신규,01/04,23.01-24.01,-,300,31,-,-,
석사동,9**,스무숲3길,단독,18,-,01/04,-,-,200,27,-,-,
석사동,7**,효석로77번길,단독,48,신규,01/04,23.02-25.02,-,300,35,-,-,
석사동,9**,스무숲3길,다가구,33,-,01/04,-,-,300,30,-,-,
석사동,7**,우석로63번길,다가구,18,-,01/03,-,-,100,29,-,-,
석사동,8**,새롬공원길5번길,단독,33,신규,01/03,23.01-25.01,-,300,38,-,-,
석사동,9**,스무숲3길,다가구,27,신규,01/02,23.01-25.01,-,300,40,-,-,
석사동,4**,후석로66번길,다가구,30,-,01/01,-,-,200,30,-,-,
