법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
퇴계동,1***,,다가구,38.74,신규,12/30,24.01-25.01,-,500,55,-,-,
퇴계동,1***,우묵들길,다가구,40,-,12/29,-,-,"6,000",0,-,-,
퇴계동,8**,춘주로193번길,다가구,25,-,12/29,-,-,"1,500",20,-,-,
퇴계동,1***,승지골길13번길,다가구,26,신규,12/29,24.01-25.01,-,300,33,-,-,
퇴계동,6**,충혼길8번길,다가구,30,신규,12/29,23.12-24.12,-,300,46,-,-,
퇴계동,1***,우묵들길,다가구,40,-,12/29,-,-,"6,000",0,-,-,
퇴계동,1**,김유정로,다가구,32,갱신,12/29,24.03-26.03,-,"8,000",0,300,45,
퇴계동,1**,김유정로,단독,32,-,12/29,-,-,"8,000",0,-,-,
퇴계동,5**,행촌로,단독,28,신규,12/28,24.01-25.01,-,300,38,-,-,
퇴계동,1***,남춘로26번길,다가구,20,신규,12/27,24.01-26.06,-,500,35,-,-,
퇴계동,9**,퇴계로,다가구,30,신규,12/27,24.01-26.01,-,300,25,-,-,
퇴계동,1***,승지골길,다가구,60,신규,12/27,24.01-26.01,-,500,50,-,-,
퇴계동,1**,김유정로,다가구,73,신규,12/26,24.01-25.01,-,"2,000",85,-,-,
퇴계동,6**,충혼길4번길,다가구,30,신규,12/24,24.01-26.01,-,"8,000",0,-,-,
퇴계동,3**,퇴계로77번길,다가구,50,신규,12/22,23.12-24.12,-,500,60,-,-,
퇴계동,3**,미나리길11번길,다가구,45,신규,12/21,24.02-26.02,-,"9,000",0,-,-,
퇴계동,8**,충혼길,다가구,20,-,12/21,-,-,300,30,-,-,
퇴계동,9**,퇴계로146번길,단독,56,신규,12/20,23.12-24.12,-,"9,000",0,-,-,
퇴계동,9**,퇴계로,다가구,30,-,12/19,-,-,300,30,-,-,
퇴계동,1***,퇴계로,단독,46.8,갱신,12/15,24.01-26.01,-,"8,000",0,"8,000",0,
퇴계동,8**,백석골길,다가구,50,신규,12/15,23.12-24.12,-,500,55,-,-,
퇴계동,8**,공원2길,다가구,26,신규,12/13,23.12-24.12,-,300,37,-,-,
퇴계동,1***,퇴계로69번길,다가구,28,신규,12/13,23.12-24.12,-,500,50,-,-,
퇴계동,1***,효자로14번길,다가구,28,신규,12/13,24.02-25.02,-,300,47,-,-,
퇴계동,2**,영서로2151번길,다가구,45,신규,12/09,24.01-26.01,-,"10,000",0,-,-,
퇴계동,9**,퇴계로146번길,단독,26,신규,12/09,23.12-24.06,-,200,35,-,-,
퇴계동,1***,우묵길52번길,다가구,42,신규,12/09,23.12-24.12,-,300,45,-,-,
퇴계동,1***,남춘천길5번길,단독,33,갱신,12/09,23.12-25.12,사용,"8,000",0,"8,000",0,
퇴계동,9**,춘주로147번길,단독,50,신규,12/08,23.12-25.12,-,"7,000",0,-,-,
퇴계동,3**,퇴계로77번길,다가구,70.63,-,12/06,-,-,0,16,-,-,
퇴계동,2**,영서로2151번길,다가구,52.31,신규,12/06,23.12-25.12,-,"20,000",0,-,-,
퇴계동,8**,,다가구,28,-,12/06,-,-,300,30,-,-,
퇴계동,1***,효자로14번길,다가구,28,신규,12/05,23.12-24.12,-,300,47,-,-,
퇴계동,1***,남춘천길5번길,단독,33,갱신,12/05,23.12-24.12,-,300,42,300,42,
퇴계동,1***,퇴계로145번길,단독,33,-,12/05,-,-,300,28,-,-,
퇴계동,8**,공원2길,다가구,26,신규,12/04,23.12-24.12,-,300,37,-,-,
퇴계동,6**,남춘로5번길,단독,84.85,신규,12/04,-,-,"2,000",65,-,-,
퇴계동,9**,퇴계로146번길,단독,103.92,신규,12/03,23.12-27.12,-,"9,000",0,-,-,
퇴계동,3**,퇴계로77번길,다가구,50,신규,12/02,23.12-24.12,-,500,60,-,-,
