법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
퇴계동,1***,퇴계로,다가구,40.04,-,02/27,-,-,"10,000",0,-,-,
퇴계동,1**,김유정로,다가구,30,-,02/27,-,-,300,35,-,-,
퇴계동,3**,미나리길11번길,다가구,50.28,-,02/27,-,-,500,53,-,-,
퇴계동,1***,퇴계로145번길,다가구,41,-,02/26,-,-,"7,000",0,-,-,
퇴계동,1***,남춘천길,다가구,33,-,02/26,-,-,"7,000",0,-,-,
퇴계동,1***,남춘천길,다가구,30.71,-,02/24,-,-,300,3,-,-,
퇴계동,3**,퇴계로93번길,다가구,37,-,02/23,-,-,"7,000",0,-,-,
퇴계동,5**,행촌로,다가구,55,-,02/22,-,-,500,50,-,-,
퇴계동,4**,미나리길11번길,단독,64.25,-,02/22,-,-,"6,500",0,-,-,
퇴계동,8**,영서로2269번길,다가구,26.44,-,02/21,-,-,"6,000",0,-,-,
퇴계동,9**,퇴계로146번길,다가구,35,-,02/21,-,-,"2,000",27,-,-,
퇴계동,8**,충혼길5번길,다가구,130.98,-,02/19,-,-,"10,000",0,-,-,
퇴계동,1***,,단독,44.38,-,02/19,-,-,"3,000",20,-,-,
퇴계동,1***,승지골길,다가구,33.44,-,02/12,-,-,300,26,-,-,
퇴계동,9**,춘주로179번길,다가구,49.12,-,02/12,-,-,"5,000",0,-,-,
퇴계동,1***,퇴계로,다가구,50,-,02/10,-,-,500,40,-,-,
퇴계동,1***,퇴계로,다가구,126.98,-,02/09,-,-,"20,000",0,-,-,
퇴계동,1***,퇴계로,단독,126.98,-,02/09,-,-,"20,000",0,-,-,
퇴계동,1***,승지골길,다가구,27.5,-,02/07,-,-,300,25,-,-,
퇴계동,1***,남춘천길,다가구,21,-,02/06,-,-,"5,000",0,-,-,
퇴계동,1***,남춘천길5번길,다가구,50,-,02/04,-,-,"6,000",0,-,-,
퇴계동,6**,남춘로5번길,다가구,60,-,02/03,-,-,"4,000",58,-,-,
퇴계동,6**,남춘로5번길,다가구,53,-,02/02,-,-,"9,000",0,-,-,
퇴계동,1***,우묵길70번길,다가구,50,-,02/01,-,-,"10,000",0,-,-,
